"recipients","donors","transconjugants","segregadas","adaptations_number","cycle"
"95",948873,1081,26,20,0,287949164
"96",948894,1067,19,20,0,290935247
"97",948918,1044,16,22,0,293928805
"98",948888,1074,19,19,0,296908225
"99",948878,1086,32,4,0,299911208
"100",948843,1125,29,3,0,302893925
"101",948810,1155,30,5,0,305897733
"102",948793,1166,29,12,0,308898957
"103",948771,1179,35,15,0,311893216
"104",948818,1134,30,18,0,314880662
"105",948806,1145,32,17,0,317875860
"106",948815,1139,32,14,0,320885935
"107",948885,1064,41,10,0,323865958
"108",948906,1044,33,17,0,326856806
"109",948928,1033,23,16,0,329858581
"110",948926,1028,25,21,0,332858132
"111",948918,1039,28,15,0,335854844
"112",948937,1028,21,14,0,338847107
"113",948937,1039,13,11,0,341842931
"114",948926,1052,13,9,0,344843538
"115",948943,1024,24,9,0,347838181
"116",948978,976,26,20,0,350831234
"117",949031,922,31,16,0,353822903
"118",949007,944,37,12,0,356821355
"119",949009,949,31,11,0,359808974
"120",949032,911,39,18,0,362793179
"121",949029,906,48,17,0,365797297
"122",949017,921,48,14,0,368799383
"123",948995,959,33,13,0,371799885
"124",948971,981,37,11,0,374791765
"125",948933,1009,37,21,0,377786664
"126",948943,1006,35,16,0,380790415
"127",948932,1017,35,16,0,383786199
"128",948908,1049,22,21,0,386782311
"129",948952,1003,29,16,0,389784606
"130",948950,1002,34,14,0,392781041
"131",948980,960,36,24,0,395774983
"132",948936,1000,40,24,0,398777301
"133",948928,1018,28,26,0,401774549
"134",948936,1009,25,30,0,404781027
"135",948882,1063,22,33,0,407769846
"136",948906,1039,19,36,0,410770547
"137",948905,1045,16,34,0,413755413
"138",948878,1061,19,42,0,416749306
"139",948849,1091,28,32,0,419753745
"140",948885,1049,31,35,0,422754563
"141",948897,1041,33,29,0,425751311
"142",948858,1073,39,30,0,428753081
"143",948833,1091,42,34,0,431745726
"144",948885,1049,36,30,0,434743949
"145",948841,1087,38,34,0,437739924
"146",948830,1090,42,38,0,440739006
"147",948832,1104,15,49,0,443735533
"148",948816,1126,16,42,0,446726260
"149",948849,1096,18,37,0,449724826
"150",948795,1135,23,47,0,452721097
"151",948789,1152,20,39,0,455720187
"152",948779,1157,20,44,0,458718085
"153",948801,1129,26,44,0,461712434
"154",948789,1138,24,49,0,464699801
"155",948824,1090,29,57,0,467709445
"156",948793,1104,47,56,0,470713345
"157",948836,1082,35,47,0,473699076
"158",948881,1054,29,36,0,476704913
"159",948876,1057,39,28,0,479698907
"160",948899,1030,36,35,0,482692890
"161",948924,1010,30,36,0,485692531
"162",948946,993,27,34,0,488684598
"163",948924,1014,30,32,0,491681069
"164",948955,989,25,31,0,494668073
"165",948963,978,21,38,0,497664455
"166",948964,974,21,41,0,500659060
"167",948989,946,17,48,0,503648287
"168",949005,933,16,46,0,506648098
"169",949041,899,16,44,0,509639483
"170",949037,897,26,40,0,512638599
"171",949016,933,17,34,0,515637093
"172",948972,951,33,44,0,518629041
"173",948964,962,36,38,0,521627244
"174",948984,959,26,31,0,524616779
"175",948985,952,33,30,0,527615920
"176",948960,976,30,34,0,530603974
"177",948946,986,31,37,0,533592821
"178",948942,993,28,37,0,536586673
"179",948962,966,31,41,0,539577768
"180",948980,951,24,45,0,542563360
"181",948964,972,28,36,0,545558007
"182",948915,1016,32,37,0,548545240
"183",948894,1028,25,53,0,551540645
"184",948900,1033,26,41,0,554544582
"185",948913,1023,20,44,0,557528027
"186",948893,1043,25,39,0,560517314
"187",948922,999,25,54,0,563499089
"188",948927,997,20,56,0,566498628
"189",948958,977,18,47,0,569499164
"190",948951,974,28,47,0,572480374
"191",948946,970,32,52,0,575480403
"192",948899,1022,33,46,0,578485552
"193",948876,1028,40,56,0,581474575
"194",948852,1045,38,65,0,584481261
"195",948887,1014,39,60,0,587479750
"196",948913,992,28,67,0,590472911
"197",948912,1006,24,58,0,593468093
"198",948886,1028,28,58,0,596448623
"199",948918,1007,15,60,0,599441891
"200",948918,1010,20,52,0,602445409
"201",948930,986,23,61,0,605445918
"202",948873,1019,29,79,0,608436311
"203",948835,1051,37,77,0,611419845
"204",948799,1088,32,81,0,614400018
"205",948826,1055,28,91,0,617382585
"206",948791,1090,23,96,0,620377463
"207",948759,1114,27,100,0,623376554
"208",948749,1124,27,100,0,626367076
"209",948770,1104,22,104,0,629371362
"210",948797,1090,23,90,0,632360142
"211",948759,1110,28,103,0,635359262
"212",948799,1074,27,100,0,638358578
"213",948790,1085,23,102,0,641349083
"214",948770,1078,30,122,0,644334544
"215",948764,1086,23,127,0,647323931
"216",948776,1059,25,140,0,650313495
"217",948757,1082,21,140,0,653312059
"218",948738,1113,18,131,0,656307806
"219",948721,1119,27,133,0,659308149
"220",948729,1137,25,109,0,662302245
"221",948747,1130,37,86,0,665311904
"222",948692,1173,41,94,0,668306963
"223",948701,1166,33,100,0,671301448
"224",948700,1171,23,106,0,674296627
"225",948752,1125,24,99,0,677281550
"226",948736,1104,24,136,0,680275341
"227",948713,1129,21,137,0,683276932
"228",948682,1133,30,155,0,686269546
"229",948676,1168,15,141,0,689264579
"230",948686,1143,22,149,0,692254797
"231",948667,1173,13,147,0,695254112
"232",948692,1153,11,144,0,698256291
"233",948742,1115,12,131,0,701252180
"234",948779,1093,15,113,0,704242633
"235",948751,1111,15,123,0,707243494
"236",948736,1128,9,127,0,710242618
"237",948728,1138,10,124,0,713244090
"238",948736,1121,15,128,0,716224674
"239",948709,1128,20,143,0,719224773
"240",948705,1139,16,140,0,722219148
"241",948692,1130,16,162,0,725206325
"242",948717,1112,20,151,0,728198313
"243",948770,1055,21,154,0,731196412
"244",948726,1077,18,179,0,734194323
"245",948722,1060,25,193,0,737185260
"246",948716,1062,32,190,0,740182421
"247",948735,1052,25,188,0,743161129
"248",948694,1079,20,207,0,746162168
"249",948698,1073,29,200,0,749147545
"250",948711,1064,19,206,0,752146479
"251",948713,1050,25,212,0,755145699
"252",948669,1080,35,216,0,758145628
"253",948670,1095,35,200,0,761126277
"254",948674,1086,29,211,0,764121797
"255",948622,1135,33,210,0,767121877
"256",948625,1137,36,202,0,770120636
"257",948571,1156,39,234,0,773134810
"258",948568,1168,34,230,0,776132666
"259",948558,1204,32,206,0,779130353
"260",948528,1241,25,206,0,782122190
"261",948507,1259,28,206,0,785113245
"262",948492,1262,38,208,0,788115145
"263",948495,1264,33,208,0,791098367
"264",948517,1254,27,202,0,794086418
"265",948496,1279,25,200,0,797076265
"266",948493,1278,24,205,0,800070431
"267",948503,1280,34,183,0,803072591
"268",948533,1257,28,182,0,806071386
"269",948470,1274,33,223,0,809055030
"270",948485,1269,48,198,0,812057306
"271",948453,1307,44,196,0,815054581
"272",948461,1305,32,202,0,818036864
"273",948449,1324,31,196,0,821027008
"274",948425,1346,36,193,0,824022594
"275",948461,1297,43,199,0,827029605
"276",948481,1273,42,204,0,830036015
"277",948448,1304,34,214,0,833037093
"278",948414,1344,29,213,0,836021807
"279",948437,1321,38,204,0,839006239
"280",948500,1256,30,214,0,842002071
"281",948514,1236,34,216,0,844994680
"282",948538,1229,23,210,0,847988601
"283",948540,1206,26,228,0,850976902
"284",948494,1234,24,248,0,853970632
"285",948471,1256,29,244,0,856961554
"286",948482,1245,30,243,0,859951851
"287",948509,1226,24,241,0,862944187
"288",948551,1192,29,228,0,865931817
"289",948570,1169,36,225,0,868920833
"290",948553,1176,35,236,0,871912542
"291",948564,1174,35,227,0,874914541
"292",948577,1171,26,226,0,877895614
"293",948554,1192,36,218,0,880888910
"294",948515,1243,43,199,0,883893822
"295",948524,1214,45,217,0,886884612
"296",948524,1211,27,238,0,889870743
"297",948557,1186,22,235,0,892871155
"298",948532,1188,21,259,0,895871082
"299",948557,1135,33,275,0,898877172
"300",948581,1140,24,255,0,901863668
"301",948522,1206,21,251,0,904843884
"302",948517,1197,33,253,0,907843627
"303",948490,1240,26,244,0,910836007
"304",948488,1228,25,259,0,913834488
"305",948515,1209,18,258,0,916826832
"306",948506,1208,16,270,0,919822635
"307",948511,1196,22,271,0,922816472
"308",948527,1173,18,282,0,925805781
"309",948561,1146,14,279,0,928794443
"310",948602,1105,16,277,0,931786093
"311",948590,1115,15,280,0,934790226
"312",948608,1100,11,281,0,937796730
"313",948532,1167,19,282,0,940779067
"314",948522,1175,19,284,0,943773853
"315",948522,1174,28,276,0,946779019
"316",948515,1207,21,257,0,949778225
"317",948520,1199,23,258,0,952764058
"318",948476,1231,30,263,0,955764051
"319",948416,1257,34,293,0,958769366
"320",948430,1233,40,297,0,961761554
"321",948439,1239,33,289,0,964759932
"322",948367,1302,43,288,0,967756388
"323",948362,1310,24,304,0,970759220
"324",948393,1280,36,291,0,973755254
"325",948420,1245,35,300,0,976744828
"326",948399,1246,41,314,0,979747415
"327",948398,1246,40,316,0,982743141
"328",948411,1228,45,316,0,985737880
"329",948450,1217,35,298,0,988732349
"330",948487,1192,37,284,0,991723291
"331",948445,1240,33,282,0,994726479
"332",948444,1243,35,278,0,997725280
"333",948369,1318,27,286,0,1000713730
"334",948366,1321,22,291,0,1003707460
"335",948331,1356,25,288,0,1006703467
"336",948332,1363,19,286,0,1009697343
"337",948350,1352,20,278,0,1012686714
"338",948361,1338,28,273,0,1015684348
"339",948302,1383,31,284,0,1018671407
"340",948299,1397,31,273,0,1021662316
"341",948240,1438,30,292,0,1024652131
"342",948316,1368,35,281,0,1027640454
"343",948330,1366,31,273,0,1030625129
"344",948310,1384,29,277,0,1033635198
"345",948301,1398,29,272,0,1036628502
"346",948224,1467,34,275,0,1039606944
"347",948283,1427,35,255,0,1042598343
"348",948220,1488,36,256,0,1045583060
"349",948221,1451,42,286,0,1048585934
"350",948209,1444,49,298,0,1051571881
"351",948250,1410,42,298,0,1054567342
"352",948229,1422,44,305,0,1057554975
"353",948238,1425,55,282,0,1060549597
"354",948249,1424,45,282,0,1063545648
"355",948227,1422,46,305,0,1066528391
"356",948256,1404,40,300,0,1069521241
"357",948235,1434,38,293,0,1072517492
"358",948248,1414,32,306,0,1075512607
"359",948247,1428,26,299,0,1078507167
"360",948211,1436,29,324,0,1081502659
"361",948256,1416,23,305,0,1084486751
"362",948222,1443,29,306,0,1087484451
"363",948232,1430,23,315,0,1090472171
"364",948193,1469,28,310,0,1093465198
"365",948162,1480,36,322,0,1096468151
"366",948159,1483,34,324,0,1099462413
"367",948177,1463,36,324,0,1102443759
"368",948207,1428,29,336,0,1105437183
"369",948210,1401,32,357,0,1108433492
"370",948182,1417,34,367,0,1111410773
"371",948123,1445,23,409,0,1114408544
"372",948099,1455,33,413,0,1117402150
"373",948129,1446,21,404,0,1120392293
"374",948093,1462,21,424,0,1123391584
"375",948081,1471,19,429,0,1126377599
"376",948097,1459,23,421,0,1129364000
"377",948089,1480,34,397,0,1132363354
"378",948057,1486,43,414,0,1135354873
"379",948005,1518,59,418,0,1138355777
"380",948039,1502,53,406,0,1141340303
"381",948031,1519,57,393,0,1144334257
"382",948040,1527,43,390,0,1147319893
"383",948009,1550,50,391,0,1150307108
"384",948072,1491,50,387,0,1153301270
"385",948069,1470,55,406,0,1156293638
"386",948105,1457,36,402,0,1159280921
"387",948140,1415,41,404,0,1162271776
"388",948095,1417,46,442,0,1165257194
"389",948056,1448,50,446,0,1168258622
"390",948060,1435,55,450,0,1171248707
"391",948039,1448,59,454,0,1174234234
"392",948138,1385,46,431,0,1177223826
"393",948135,1386,55,424,0,1180220758
"394",948132,1346,64,458,0,1183211344
"395",948167,1334,62,437,0,1186208406
"396",948094,1396,54,456,0,1189201908
"397",948062,1423,52,463,0,1192191920
"398",948029,1455,51,465,0,1195180812
"399",948043,1466,44,447,0,1198176325
"400",948031,1492,30,447,0,1201175442
"401",948028,1503,26,443,0,1204160254
"402",948050,1450,29,471,0,1207155303
"403",948085,1427,32,456,0,1210151663
"404",948047,1420,50,483,0,1213141721
"405",948098,1395,54,453,0,1216140434
"406",948089,1394,43,474,0,1219132867
"407",948143,1336,35,486,0,1222130415
"408",948120,1362,35,483,0,1225122332
"409",948139,1360,25,476,0,1228117835
"410",948158,1361,26,455,0,1231109722
"411",948156,1395,31,418,0,1234098716
"412",948111,1447,38,404,0,1237097552
"413",948125,1439,26,410,0,1240089739
"414",948105,1465,35,395,0,1243077452
"415",948124,1459,23,394,0,1246075742
"416",948155,1444,24,377,0,1249066288
"417",948178,1442,33,347,0,1252066977
"418",948122,1441,31,406,0,1255054742
"419",948131,1449,27,393,0,1258050157
"420",948108,1453,31,408,0,1261052865
"421",948047,1488,37,428,0,1264043972
"422",948040,1518,40,402,0,1267035589
"423",948033,1526,34,407,0,1270029426
"424",948019,1517,42,422,0,1273018651
"425",948014,1523,37,426,0,1276009552
"426",947933,1575,47,445,0,1278996132
"427",947915,1561,64,460,0,1281988695
"428",947891,1598,57,454,0,1284989134
"429",947896,1573,53,478,0,1287985312
"430",947919,1585,42,454,0,1290976581
"431",947948,1565,39,448,0,1293985441
"432",947942,1553,36,469,0,1296979851
"433",947927,1604,38,431,0,1299974604
"434",947907,1612,41,440,0,1302973297
"435",947819,1677,46,458,0,1305949354
"436",947806,1719,46,429,0,1308938793
"437",947773,1755,41,431,0,1311944715
"438",947785,1749,48,418,0,1314945140
"439",947759,1749,62,430,0,1317929544
"440",947769,1738,61,432,0,1320933962
"441",947830,1709,49,412,0,1323927694
"442",947898,1625,55,422,0,1326918113
"443",947899,1623,49,429,0,1329907836
"444",947918,1579,49,454,0,1332902715
"445",947850,1587,63,500,0,1335898228
"446",947857,1580,62,501,0,1338882174
"447",947814,1613,60,513,0,1341884007
"448",947887,1543,55,515,0,1344890688
"449",947840,1542,52,566,0,1347887102
"450",947859,1547,47,547,0,1350882976
"451",947839,1580,38,543,0,1353870783
"452",947861,1574,31,534,0,1356861623
"453",947842,1574,27,557,0,1359856456
"454",947803,1604,41,552,0,1362843221
"455",947776,1635,37,552,0,1365841811
"456",947811,1610,38,541,0,1368850749
"457",947838,1580,35,547,0,1371838369
"458",947876,1551,30,543,0,1374826654
"459",947862,1547,32,559,0,1377829391
"460",947924,1483,34,559,0,1380834150
"461",947918,1467,32,583,0,1383828720
"462",947961,1415,24,600,0,1386830001
"463",948006,1395,31,568,0,1389819533
"464",948044,1370,32,554,0,1392811104
"465",948029,1389,32,550,0,1395811106
"466",947956,1424,32,588,0,1398811530
"467",947952,1441,34,573,0,1401789386
"468",948023,1407,40,530,0,1404783519
"469",948065,1374,40,521,0,1407771739
"470",948066,1347,31,556,0,1410762916
"471",948033,1373,47,547,0,1413764786
"472",948031,1376,44,549,0,1416758394
"473",948038,1360,43,559,0,1419751064
"474",948100,1334,45,521,0,1422745186
"475",948109,1314,46,531,0,1425734650
"476",948024,1392,36,548,0,1428748463
"477",948001,1350,37,612,0,1431750231
"478",947942,1388,35,635,0,1434750913
"479",947980,1339,43,638,0,1437742399
"480",948016,1288,36,660,0,1440739488
"481",948034,1252,45,669,0,1443734566
"482",948088,1228,38,646,0,1446727012
"483",948112,1221,27,640,0,1449720278
"484",948062,1246,26,666,0,1452706338
"485",948060,1252,21,667,0,1455712917
"486",948029,1304,23,644,0,1458705874
"487",947988,1317,28,667,0,1461685538
"488",947982,1335,32,651,0,1464675523
"489",947947,1363,20,670,0,1467674141
"490",947959,1320,28,693,0,1470667256
"491",947963,1276,38,723,0,1473665861
"492",947980,1258,45,717,0,1476665539
"493",948002,1247,62,689,0,1479658412
"494",948034,1229,55,682,0,1482646633
"495",947966,1282,60,692,0,1485636003
"496",947994,1236,69,701,0,1488626972
"497",947986,1225,68,721,0,1491611815
"498",947972,1255,55,718,0,1494601566
"499",947989,1266,41,704,0,1497587926
"500",948017,1224,50,709,0,1500586638
"501",948014,1196,44,746,0,1503585680
"502",947953,1218,45,784,0,1506573485
"503",947972,1204,51,773,0,1509577446
"504",948014,1182,62,742,0,1512579003
"505",948051,1180,45,724,0,1515569043
"506",948058,1175,39,728,0,1518562623
"507",948079,1180,34,707,0,1521555655
"508",948087,1171,28,714,0,1524555873
"509",948070,1185,26,719,0,1527544237
"510",948082,1178,33,707,0,1530535648
"511",948093,1188,26,693,0,1533528828
"512",948125,1127,31,717,0,1536518576
"513",948078,1153,31,738,0,1539505673
"514",948065,1157,33,745,0,1542507060
"515",948020,1202,28,750,0,1545513630
"516",948025,1180,31,764,0,1548516617
"517",948057,1189,26,728,0,1551508840
"518",948050,1194,23,733,0,1554503688
"519",948055,1222,24,699,0,1557505337
"520",948068,1208,22,702,0,1560497087
"521",948069,1236,26,669,0,1563485848
"522",948029,1222,30,719,0,1566473217
"523",947977,1239,37,747,0,1569473649
"524",947934,1291,33,742,0,1572457457
"525",947958,1259,37,746,0,1575456454
"526",947899,1300,40,761,0,1578455470
"527",947853,1338,38,771,0,1581445243
"528",947844,1362,33,761,0,1584449941
"529",947806,1399,41,754,0,1587453842
"530",947851,1383,37,729,0,1590448442
"531",947816,1415,34,735,0,1593453513
"532",947815,1397,36,752,0,1596457135
"533",947784,1386,32,798,0,1599450515
"534",947828,1347,25,800,0,1602443852
"535",947833,1342,28,797,0,1605440894
"536",947795,1358,27,820,0,1608442717
"537",947782,1360,40,818,0,1611425156
"538",947751,1401,47,801,0,1614402897
"539",947740,1419,42,799,0,1617397183
"540",947739,1384,41,836,0,1620387423
"541",947760,1386,32,822,0,1623380058
"542",947731,1376,35,858,0,1626374860
"543",947811,1312,32,845,0,1629372772
"544",947753,1375,42,830,0,1632366881
"545",947755,1354,43,848,0,1635350091
"546",947750,1373,45,832,0,1638347383
"547",947812,1356,50,782,0,1641333770
"548",947806,1322,42,830,0,1644319112
"549",947790,1322,38,850,0,1647306052
"550",947731,1414,43,812,0,1650308950
"551",947723,1443,35,799,0,1653302797
"552",947734,1402,31,833,0,1656299525
"553",947736,1412,39,813,0,1659299491
"554",947802,1378,44,776,0,1662295119
"555",947743,1442,43,772,0,1665296619
"556",947761,1418,41,780,0,1668284274
"557",947749,1441,34,776,0,1671289756
"558",947714,1496,44,746,0,1674271914
"559",947713,1505,47,735,0,1677261998
"560",947744,1503,37,716,0,1680259880
"561",947796,1463,33,708,0,1683242512
"562",947793,1458,31,718,0,1686233108
"563",947743,1471,41,745,0,1689226060
"564",947798,1437,32,733,0,1692223441
"565",947773,1493,34,700,0,1695227340
"566",947823,1465,29,683,0,1698219442
"567",947828,1442,15,715,0,1701213343
"568",947813,1443,19,725,0,1704211652
"569",947824,1411,19,746,0,1707213808
"570",947787,1443,20,750,0,1710206343
"571",947737,1484,21,758,0,1713201577
"572",947763,1439,28,770,0,1716205364
"573",947699,1476,28,797,0,1719193840
"574",947693,1470,24,813,0,1722192124
"575",947667,1480,29,824,0,1725194685
"576",947727,1425,24,824,0,1728190581
"577",947719,1426,32,823,0,1731187181
"578",947799,1366,26,809,0,1734176440
"579",947795,1377,38,790,0,1737172397
"580",947763,1421,32,784,0,1740180651
"581",947718,1459,25,798,0,1743173517
"582",947697,1440,35,828,0,1746178270
"583",947740,1453,36,771,0,1749173403
"584",947685,1470,31,814,0,1752158391
"585",947631,1473,30,866,0,1755167973
"586",947637,1504,32,827,0,1758166941
"587",947633,1494,31,842,0,1761171314
"588",947632,1539,27,802,0,1764160276
"589",947573,1593,28,806,0,1767153917
"590",947594,1583,30,793,0,1770146361
"591",947623,1572,33,772,0,1773129703
"592",947568,1648,39,745,0,1776125076
"593",947645,1642,31,682,0,1779121961
"594",947680,1589,40,691,0,1782116168
"595",947732,1548,44,676,0,1785104026
"596",947772,1523,40,665,0,1788109762
"597",947771,1531,36,662,0,1791100551
"598",947743,1539,39,679,0,1794099204
"599",947690,1593,33,684,0,1797104055
"600",947705,1596,34,665,0,1800095514
"601",947654,1633,37,676,0,1803084282
"602",947666,1602,31,701,0,1806078823
"603",947710,1538,37,715,0,1809063691
"604",947747,1538,37,678,0,1812046143
"605",947702,1542,35,721,0,1815049280
"606",947653,1552,23,772,0,1818034466
"607",947654,1550,27,769,0,1821026009
"608",947627,1555,42,776,0,1824024817
"609",947626,1527,56,791,0,1827026421
"610",947596,1541,46,817,0,1830014559
"611",947584,1538,45,833,0,1833008663
"612",947673,1493,42,792,0,1836004578
"613",947663,1505,38,794,0,1838997850
"614",947661,1499,39,801,0,1841976865
"615",947684,1486,35,795,0,1844966587
"616",947689,1488,35,788,0,1847949782
"617",947654,1496,47,803,0,1850937509
"618",947639,1545,43,773,0,1853930454
"619",947650,1475,47,828,0,1856919313
"620",947567,1548,45,840,0,1859923297
"621",947565,1571,37,827,0,1862920296
"622",947517,1639,31,813,0,1865905814
"623",947496,1656,44,804,0,1868889434
"624",947501,1683,42,774,0,1871883481
"625",947537,1689,37,737,0,1874868538
"626",947564,1648,34,754,0,1877859850
"627",947555,1681,31,733,0,1880849150
"628",947612,1645,37,706,0,1883839938
"629",947650,1616,54,680,0,1886830318
"630",947600,1650,54,696,0,1889819513
"631",947562,1693,49,696,0,1892809940
"632",947531,1733,54,682,0,1895802438
"633",947555,1709,57,679,0,1898797599
"634",947536,1741,44,679,0,1901785818
"635",947569,1744,45,642,0,1904770054
"636",947593,1741,36,630,0,1907765210
"637",947537,1806,38,619,0,1910760806
"638",947533,1833,30,604,0,1913754420
"639",947491,1866,28,615,0,1916747827
"640",947459,1903,24,614,0,1919745376
"641",947475,1877,36,612,0,1922744032
"642",947572,1756,40,632,0,1925739494
"643",947575,1782,34,609,0,1928731408
"644",947499,1807,39,655,0,1931713524
"645",947495,1798,41,666,0,1934717250
"646",947437,1823,44,696,0,1937716164
"647",947444,1794,41,721,0,1940710341
"648",947542,1751,40,667,0,1943701409
"649",947496,1796,38,670,0,1946703722
"650",947440,1816,37,707,0,1949702976
"651",947413,1873,45,669,0,1952713196
"652",947389,1863,36,712,0,1955698733
"653",947400,1847,35,718,0,1958692868
"654",947444,1850,37,669,0,1961690094
"655",947421,1862,44,673,0,1964684147
"656",947334,1926,41,699,0,1967669812
"657",947259,1959,54,728,0,1970661322
"658",947234,1955,51,760,0,1973656587
"659",947175,2032,51,742,0,1976655237
"660",947185,1994,45,776,0,1979652040
"661",947179,1983,55,783,0,1982650162
"662",947177,1938,48,837,0,1985631493
"663",947178,1997,49,776,0,1988628025
"664",947153,2010,43,794,0,1991630422
"665",947214,2002,37,747,0,1994620540
"666",947172,1999,36,793,0,1997626267
"667",947154,2052,31,763,0,2000632820
"668",947107,2082,32,779,0,2003614474
"669",947135,2053,35,777,0,2006616629
"670",947114,2049,39,798,0,2009607187
"671",947083,2083,39,795,0,2012620275
"672",947104,2091,27,778,0,2015616158
"673",947029,2143,27,801,0,2018612960
"674",947098,2074,40,788,0,2021612460
"675",947107,2059,33,801,0,2024612704
"676",947202,2010,37,751,0,2027607607
"677",947256,1947,27,770,0,2030597885
"678",947290,1927,18,765,0,2033586621
"679",947264,1931,29,776,0,2036587790
"680",947281,1936,33,750,0,2039590294
"681",947219,1996,31,754,0,2042583073
"682",947092,2092,28,788,0,2045568422
"683",947098,2096,31,775,0,2048559602
"684",947154,2018,33,795,0,2051545211
"685",947122,2039,45,794,0,2054542982
"686",947166,1970,48,816,0,2057536843
"687",947119,1996,47,838,0,2060528452
"688",947125,1979,37,859,0,2063516011
"689",947115,2010,25,850,0,2066504827
"690",947087,2009,35,869,0,2069502128
"691",947010,2054,47,889,0,2072492987
"692",947055,2042,45,858,0,2075488491
"693",946981,2111,46,862,0,2078480256
"694",946952,2137,34,877,0,2081475201
"695",947000,2072,40,888,0,2084481251
"696",946997,2060,41,902,0,2087483043
"697",947040,2019,39,902,0,2090479443
"698",947067,2006,45,882,0,2093470402
"699",947019,2044,49,888,0,2096473605
"700",946964,2100,53,883,0,2099461931
"701",946918,2154,51,877,0,2102439905
"702",946966,2122,57,855,0,2105450922
"703",946970,2157,43,830,0,2108440540
"704",946925,2181,49,845,0,2111434497
"705",946917,2211,50,822,0,2114431197
"706",946838,2268,58,836,0,2117436610
"707",946869,2303,48,780,0,2120410932
"708",946845,2348,40,767,0,2123412213
"709",946855,2332,41,772,0,2126411069
"710",946838,2386,33,743,0,2129404834
"711",946808,2416,47,729,0,2132393738
"712",946823,2392,52,733,0,2135401101
"713",946779,2463,47,711,0,2138393030
"714",946724,2517,41,718,0,2141389565
"715",946672,2546,39,743,0,2144380442
"716",946700,2538,33,729,0,2147387310
"717",946678,2548,44,730,0,2150375574
"718",946624,2583,45,748,0,2153367055
